id,path,title,type,category,status,bytes
FW-SKILL-003,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-003__Vollstandige_Neulesung_des_v20-Dateikorpers.md,Vollständige Neulesung des v20-Dateikörpers,source,SKILL,BESTAETIGT,17968
FW-SKILL-004,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-004__Skillbaum-Architektur_Gebrauch_Einzelstufen_Gesamtlevel_und_frei_investierbare.md,"Skillbaum-Architektur: Gebrauch, Einzelstufen, Gesamtlevel und frei investierbare Punkte",source,SKILL,BESTAETIGT,8244
FW-SKILL-005,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-005__Skillbaum-Katalog_fur_klassische_technische_magische_weltliche_und_AI-artige_F.md,"Skillbaum-Katalog für klassische, technische, magische, weltliche und AI-artige Fähigkeiten",source,SKILL,BESTAETIGT,11226
FW-SKILL-006,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-006__F-0394_BESTANDEN.md,F-0394 · BESTANDEN,source,SKILL,BESTAETIGT,40135
FW-SKILL-007,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-007__F-0586_TEILWEISE.md,F-0586 · TEILWEISE,source,SKILL,BESTAETIGT,39748
FW-SKILL-008,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-008__D073-Q08_Nachbauprufung.md,D073-Q08 · Nachbauprüfung,source,SKILL,BESTAETIGT,39851
FW-SKILL-009,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-009__Gate_03_Gebrauchsmastery_Skillbaume_Handwerk_Verzauberung_und_echte_Dust-Magie.md,"Gate 03 · Gebrauchsmastery, Skillbäume, Handwerk, Verzauberung und echte Dust-Magie",source,SKILL,BESTAETIGT,40220
FW-SKILL-010,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-010__K024-Q1_K024_Bauen_Ressourcen.md,K024-Q1 · K024 · Bauen × Ressourcen,source,SKILL,BESTAETIGT,39798
FW-SKILL-011,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-011__Gate_13A_Gesamtlevel_freie_Skillpunkte_und_universeller_Skillkatalog.md,"Gate 13A – Gesamtlevel, freie Skillpunkte und universeller Skillkatalog",source,SKILL,BESTAETIGT,4588
FW-SKILL-012,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-012__Gate_13B_Kuratierte_Skillbaume_und_Knotengraphen.md,Gate 13B – Kuratierte Skillbäume und Knotengraphen,source,SKILL,BESTAETIGT,3730
FW-SKILL-013,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-013__Gate_13C_Reale_passive_und_aktive_Skillwirkungen.md,Gate 13C – Reale passive und aktive Skillwirkungen,source,SKILL,BESTAETIGT,3173
FW-SKILL-014,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-014__Gate_13D_AI-Fahigkeiten_als_echte_Arbeitskorper.md,Gate 13D – AI-Fähigkeiten als echte Arbeitskörper,source,SKILL,BESTAETIGT,4736
FW-SKILL-015,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-015__Gate_13E_Reale_Handlungsrouten_der_Skillbaume.md,Gate 13E – Reale Handlungsrouten der Skillbäume,source,SKILL,BESTAETIGT,5892
FW-SKILL-016,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-016__Gate_13F_Eigene_Handlungskorper_fur_die_neun_offenen_Skillbaume.md,Gate 13F – Eigene Handlungskörper für die neun offenen Skillbäume,source,SKILL,BESTAETIGT,5730
FW-SKILL-017,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-017__Gate_13G_Einheitliche_Skillpunktokonomie_und_Legacy-Wirkung.md,Gate 13G – Einheitliche Skillpunktökonomie und Legacy-Wirkung,source,SKILL,BESTAETIGT,4083
FW-SKILL-018,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-018__Gate_13H_Vollstandige_individuelle_Knoten_und_operative_Wirkungen.md,Gate 13H – Vollständige individuelle Knoten und operative Wirkungen,source,SKILL,BESTAETIGT,5429
FW-SKILL-019,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-019__1._Dust-Ontologie.md,1. Dust-Ontologie,source,SKILL,BESTAETIGT,38730
FW-SKILL-020,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-020__22._Was_Dwarf_Fortress_besonders_gut_kann.md,22. Was Dwarf Fortress besonders gut kann,source,SKILL,BESTAETIGT,38630
FW-SKILL-021,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-021__8._Daniels_Ideen-Redteam.md,8. Daniels Ideen-Redteam,source,SKILL,BESTAETIGT,5987
FW-SKILL-022,09_SKILLS_MASTERIES_MAGIE_AI/FW-SKILL-022__FLEXTRAWURST_FINALER_SUPERMAXIMALMAXIKINGMEGA++++++++++++++++++++-PROMPT.md,FLEXTRAWURST – FINALER SUPERMAXIMALMAXIKINGMEGA++++++++++++++++++++-PROMPT,source,SKILL,BESTAETIGT,40700
FW-CREATOR-001,10_CREATORWELTEN_EREIGNISSE_ARCHIVE/FW-CREATOR-001__COPY-PASTE-MASTERPROMPT_MAXUS++++++++++++++++_Bauring_2.md,COPY-PASTE-MASTERPROMPT – MAXUS++++++++++++++++ Bauring 2,source,CREATOR,BESTAETIGT,14182
FW-CREATOR-002,10_CREATORWELTEN_EREIGNISSE_ARCHIVE/FW-CREATOR-002__MAXUS++++++++++++++++++++_Masterauftrag_fur_Bauring_2.md,MAXUS++++++++++++++++++++ Masterauftrag für Bauring 2,source,CREATOR,BESTAETIGT,8106
FW-CREATOR-003,10_CREATORWELTEN_EREIGNISSE_ARCHIVE/FW-CREATOR-003__F-0347_TEILWEISE.md,F-0347 · TEILWEISE,source,CREATOR,BESTAETIGT,39665
FW-CREATOR-004,10_CREATORWELTEN_EREIGNISSE_ARCHIVE/FW-CREATOR-004__F-0724_OFFEN.md,F-0724 · OFFEN,source,CREATOR,BESTAETIGT,39630
FW-CREATOR-005,10_CREATORWELTEN_EREIGNISSE_ARCHIVE/FW-CREATOR-005__F-0776_OFFEN.md,F-0776 · OFFEN,source,CREATOR,BESTAETIGT,39770
FW-CREATOR-006,10_CREATORWELTEN_EREIGNISSE_ARCHIVE/FW-CREATOR-006__F-1204_TEILWEISE.md,F-1204 · TEILWEISE,source,CREATOR,BESTAETIGT,40417
FW-CREATOR-007,10_CREATORWELTEN_EREIGNISSE_ARCHIVE/FW-CREATOR-007__Gate_08_Creator-Welten_editierbares_Bauen_Konzerte_und_Ereignisarchive.md,"Gate 08 · Creator-Welten, editierbares Bauen, Konzerte und Ereignisarchive",source,CREATOR,BESTAETIGT,34105
FW-CREATOR-008,10_CREATORWELTEN_EREIGNISSE_ARCHIVE/FW-CREATOR-008__Nachbau-Gegenprufung.md,Nachbau-Gegenprüfung,source,CREATOR,BESTAETIGT,40148
FW-CREATOR-009,10_CREATORWELTEN_EREIGNISSE_ARCHIVE/FW-CREATOR-009__K127_Niederlage_Wirtschaft.md,K127 · Niederlage × Wirtschaft,source,CREATOR,BESTAETIGT,39331
FW-QUEST-001,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-001__Dust-Echo-Grundgesetz_des_Questkosmos_und_weitere_Statusabschnitte.md,Dust-Echo-Grundgesetz des Questkosmos und weitere Statusabschnitte,source,QUEST,BESTAETIGT,13851
FW-QUEST-002,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-002__Echo-Datenmodell_und_Kristallisierung.md,Echo-Datenmodell und Kristallisierung,source,QUEST,BESTAETIGT,4164
FW-QUEST-003,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-003__Lebenszyklus_eines_Questkorpers.md,Lebenszyklus eines Questkörpers,source,QUEST,BESTAETIGT,4234
FW-QUEST-004,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-004__Acht_kanonische_Questfamilien_und_ihre_Mischformen.md,Acht kanonische Questfamilien und ihre Mischformen,source,QUEST,BESTAETIGT,3493
FW-QUEST-005,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-005__Autonome_Fortsetzung_und_Spielerabwesenheit.md,Autonome Fortsetzung und Spielerabwesenheit,source,QUEST,BESTAETIGT,3015
FW-QUEST-006,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-006__Mehrpfadige_Entwurfsbaume.md,Mehrpfadige Entwurfsbäume,source,QUEST,BESTAETIGT,3391
FW-QUEST-007,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-007__Belohnungen_Masteries_und_Freischaltungen.md,"Belohnungen, Masteries und Freischaltungen",source,QUEST,BESTAETIGT,3180
FW-QUEST-008,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-008__Schutz_gegen_Fetchquests_Grind_und_Scheinvielfalt.md,"Schutz gegen Fetchquests, Grind und Scheinvielfalt",source,QUEST,BESTAETIGT,3037
FW-QUEST-009,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-009__Der_Staub_erinnert_sich_Spielerspiegel-Grundgesetz.md,„Der Staub erinnert sich“ – Spielerspiegel-Grundgesetz,source,QUEST,BESTAETIGT,3610
FW-QUEST-010,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-010__Manipulative_Dust-Rhetorik_Prophezeiung_und_Macht.md,"Manipulative Dust-Rhetorik, Prophezeiung und Macht",source,QUEST,BESTAETIGT,4477
FW-QUEST-011,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-011__Spielerprofil_Sensorik_Verhalten_und_Widerspruch.md,"Spielerprofil, Sensorik, Verhalten und Widerspruch",source,QUEST,BESTAETIGT,3497
FW-QUEST-012,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-012__Positiver_Virus_Spielverhalten_und_Realweltbrucke.md,"Positiver Virus, Spielverhalten und Realweltbrücke",source,QUEST,BESTAETIGT,3808
FW-QUEST-013,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-013__Dust-Spielerspiegel_als_Questorgan.md,Dust-Spielerspiegel als Questorgan,source,QUEST,BESTAETIGT,3431
FW-QUEST-014,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-014__24-Stunden-Weltzeit_vier_Jahreszeiten_Wetterextreme_und_Naturkatastrophen.md,"24-Stunden-Weltzeit, vier Jahreszeiten, Wetterextreme und Naturkatastrophen",source,QUEST,BESTAETIGT,4401
FW-QUEST-015,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-015__Volatile_Questokonomie.md,Volatile Questökonomie,source,QUEST,BESTAETIGT,3785
FW-QUEST-016,11_QUESTKOSMOS_ECHOS_SPIELERSPIEGEL/FW-QUEST-016__Questkosmos_Gesamtbericht.md,Questkosmos – Gesamtbericht,source,QUEST,BESTAETIGT,2981
FW-QUESTION-001,12_FRAGEN_KOLLISIONEN_ENTSCHEIDUNGEN/FW-QUESTION-001__D13_Eskalation.md,D13 – Eskalation,source,QUESTION,BESTAETIGT,40000
FW-QUESTION-002,12_FRAGEN_KOLLISIONEN_ENTSCHEIDUNGEN/FW-QUESTION-002__D25_Liquiditat_und_Markte.md,D25 – Liquidität und Märkte,source,QUESTION,BESTAETIGT,37164
FW-QUESTION-003,12_FRAGEN_KOLLISIONEN_ENTSCHEIDUNGEN/FW-QUESTION-003__D36_Save_Load_und_Determinismus.md,D36 – Save/Load und Determinismus,source,QUESTION,BESTAETIGT,8413
FW-QUESTION-004,12_FRAGEN_KOLLISIONEN_ENTSCHEIDUNGEN/FW-QUESTION-004__Questfragenkorper_777_Fragen.md,Questfragenkörper – 777 Fragen,source,QUESTION,BESTAETIGT,38017
FW-QUESTION-005,12_FRAGEN_KOLLISIONEN_ENTSCHEIDUNGEN/FW-QUESTION-005__111_maschinenlesbare_Questchecks.md,111 maschinenlesbare Questchecks,source,QUESTION,BESTAETIGT,15502
FW-QUESTION-006,12_FRAGEN_KOLLISIONEN_ENTSCHEIDUNGEN/FW-QUESTION-006__Mehrpfadige_Entwurfsbaume_99_geprufte_Zweige.md,Mehrpfadige Entwurfsbäume – 99 geprüfte Zweige,source,QUESTION,BESTAETIGT,26538
FW-TEST-001,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-001__Audit_aller_auffindbaren_Simulations-_und_Redteam-Artefakte_vor_v22_und_weiter.md,Audit aller auffindbaren Simulations- und Redteam-Artefakte vor v22 und weitere Statusabschnitte,source,TEST,BESTAETIGT,12554
FW-TEST-002,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-002__Einzelakten_Redteam_aller_auffindbaren_fruheren_Simulations-_und_Prufartefakte.md,Einzelakten – Redteam aller auffindbaren früheren Simulations- und Prüfartefakte,source,TEST,BESTAETIGT,40465
FW-TEST-003,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-003__99_Varianten.md,99 Varianten,source,TEST,BESTAETIGT,7247
FW-TEST-004,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-004__Redteam_manipulativer_Dust-Spielerspiegel.md,Redteam – manipulativer Dust-Spielerspiegel,source,TEST,BESTAETIGT,3916
FW-TEST-005,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-005__Dust-Ontologie_und_Simulationstiefen.md,Dust-Ontologie und Simulationstiefen,source,TEST,BESTAETIGT,4398
FW-TEST-006,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-006__Playwright-_und_Systemtestplan_vor_dem_Bau.md,Playwright- und Systemtestplan vor dem Bau,source,TEST,BESTAETIGT,3956
FW-TEST-007,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-007__Redteam_vor_dem_Bau.md,Redteam vor dem Bau,source,TEST,BESTAETIGT,3797
FW-TEST-008,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-008__Abnahmekriterien_Bauring_3_und_weitere_Statusabschnitte.md,Abnahmekriterien Bauring 3 und weitere Statusabschnitte,source,TEST,BESTAETIGT,17911
FW-TEST-009,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-009__Testplan_vor_dem_Bau.md,Testplan vor dem Bau,source,TEST,BESTAETIGT,2987
FW-TEST-010,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-010__Abnahmekriterien_Bauring_2_und_weitere_Statusabschnitte.md,Abnahmekriterien Bauring 2 und weitere Statusabschnitte,source,TEST,BESTAETIGT,15494
FW-TEST-011,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-011__Testplan_vor_dem_Bau.md,Testplan vor dem Bau,source,TEST,BESTAETIGT,3225
FW-TEST-012,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-012__Playwright-Gesamttest_MAXUS-Bauring_1_v14.1.md,Playwright-Gesamttest – MAXUS-Bauring 1 v14.1,source,TEST,BESTAETIGT,6553
FW-TEST-013,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-013__Zweiter_Gesamtaudit_von_MAXUS-Bauring_1_v14.1.md,Zweiter Gesamtaudit von MAXUS-Bauring 1 v14.1,source,TEST,BESTAETIGT,5134
FW-TEST-014,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-014__Redteam_vor_dem_MAXUS++++++++++++++++++++-Auftrag.md,Redteam vor dem MAXUS++++++++++++++++++++-Auftrag,source,TEST,BESTAETIGT,3392
FW-TEST-015,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-015__Redteam_zweiter_Pass_gegen_v14.1.md,Redteam – zweiter Pass gegen v14.1,source,TEST,BESTAETIGT,3458
FW-TEST-016,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-016__Selbst-Redteam_des_MAXUS++++++++++++++++++++-Auftrags.md,Selbst-Redteam des MAXUS++++++++++++++++++++-Auftrags,source,TEST,BESTAETIGT,2912
FW-TEST-017,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-017__Skillbaum-Simulations-_und_Redteamplan.md,Skillbaum-Simulations- und Redteamplan,source,TEST,BESTAETIGT,5698
FW-TEST-018,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-018__Skilluniversum-Simulation_v21.md,Skilluniversum-Simulation v21,source,TEST,BESTAETIGT,3803
FW-TEST-019,13_REDTEAM_SIMULATION_TESTS_BELEGE/FW-TEST-019__Groe_Welt-Simulationen_nach_Bau_und_Redteam.md,Große Welt-Simulationen nach Bau und Redteam,source,TEST,BESTAETIGT,2854
FW-LIMIT-001,14_VERLUSTE_GRENZEN_KANON_PROVENIENZ/FW-LIMIT-001__Bekannte_Grenzen.md,Bekannte Grenzen,source,LIMIT,BESTAETIGT,2488
FW-LIMIT-002,14_VERLUSTE_GRENZEN_KANON_PROVENIENZ/FW-LIMIT-002__Quellen-_und_Fragenmatrix.md,Quellen- und Fragenmatrix,source,LIMIT,BESTAETIGT,4835
FW-LIMIT-003,14_VERLUSTE_GRENZEN_KANON_PROVENIENZ/FW-LIMIT-003__Bekannte_Grenzen_ehrlich_markiert_und_weitere_Statusabschnitte.md,Bekannte Grenzen – ehrlich markiert und weitere Statusabschnitte,source,LIMIT,BESTAETIGT,6695
FW-LIMIT-004,14_VERLUSTE_GRENZEN_KANON_PROVENIENZ/FW-LIMIT-004__MAXUS-Ruckverfolgbarkeit_Setzung_System_Wirkung_Test.md,MAXUS-Rückverfolgbarkeit – Setzung → System → Wirkung → Test,source,LIMIT,BESTAETIGT,4533
FW-LIMIT-005,14_VERLUSTE_GRENZEN_KANON_PROVENIENZ/FW-LIMIT-005__Bekannte_Grenzen_v15.md,Bekannte Grenzen v15,source,LIMIT,BESTAETIGT,3141
FW-LIMIT-006,14_VERLUSTE_GRENZEN_KANON_PROVENIENZ/FW-LIMIT-006__Ruckverfolgbarkeit_v15.md,Rückverfolgbarkeit v15,source,LIMIT,BESTAETIGT,3124
FW-LIMIT-007,14_VERLUSTE_GRENZEN_KANON_PROVENIENZ/FW-LIMIT-007__Offene_Entscheidungen_vor_der_Skillbaum-Erweiterung.md,Offene Entscheidungen vor der Skillbaum-Erweiterung,source,LIMIT,BESTAETIGT,4046
FW-LIMIT-008,14_VERLUSTE_GRENZEN_KANON_PROVENIENZ/FW-LIMIT-008__Bekannte_Grenzen_v21.md,Bekannte Grenzen v21,source,LIMIT,BESTAETIGT,3081
FW-NET-001,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-001__Changelog_v21_final_und_weitere_Statusabschnitte.md,Changelog · v21 final und weitere Statusabschnitte,source,NET,BESTAETIGT,6679
FW-NET-002,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-002__Manifest_und_weitere_Statusabschnitte.md,Manifest und weitere Statusabschnitte,source,NET,BESTAETIGT,21607
FW-NET-003,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-003__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1474
FW-NET-004,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-004__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1413
FW-NET-005,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-005__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1456
FW-NET-006,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-006__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1417
FW-NET-007,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-007__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1276
FW-NET-008,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-008__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1421
FW-NET-009,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-009__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1275
FW-NET-010,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-010__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1426
FW-NET-011,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-011__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1570
FW-NET-012,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-012__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1429
FW-NET-013,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-013__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1337
FW-NET-014,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-014__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1606
FW-NET-015,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-015__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1334
FW-NET-016,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-016__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1345
FW-NET-017,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-017__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1437
FW-NET-018,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-018__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1343
FW-NET-019,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-019__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1441
FW-NET-020,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-020__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1342
FW-NET-021,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-021__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1457
FW-NET-022,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-022__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1350
FW-NET-023,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-023__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1961
FW-NET-024,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-024__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1352
FW-NET-025,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-025__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1359
FW-NET-026,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-026__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1819
FW-NET-027,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-027__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1355
FW-NET-028,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-028__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1463
FW-NET-029,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-029__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1490
FW-NET-030,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-030__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1469
FW-NET-031,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-031__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1359
FW-NET-032,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-032__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,2158
FW-NET-033,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-033__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1566
FW-NET-034,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-034__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1625
FW-NET-035,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-035__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,22836
FW-NET-036,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-036__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,22795
FW-NET-037,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-037__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1371
FW-NET-038,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-038__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1377
FW-NET-039,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-039__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1383
FW-NET-040,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-040__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1383
FW-NET-041,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-041__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,43183
FW-NET-042,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-042__Quellabschnitt.md,Quellabschnitt,source,NET,BESTAETIGT,1542
FW-NET-043,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-043__030_PLAY_FLEXTRAWURST_V15_1.html.md,030 · `PLAY_FLEXTRAWURST_V15_1.html`,source,NET,BESTAETIGT,39947
FW-NET-044,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-044__050_06_ergebnisse_08_BEKANNTE_GRENZEN.md.md,050 · `06_ergebnisse/08_BEKANNTE_GRENZEN.md`,source,NET,BESTAETIGT,39677
FW-NET-045,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-045__059_docs_17_PLAYWRIGHT_V14_2_BERICHT.md.md,059 · `docs/17_PLAYWRIGHT_V14_2_BERICHT.md`,source,NET,BESTAETIGT,39284
FW-NET-046,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-046__087_docs_v21_45_MODULARER_UND_EIN_DATEI_EINSTIEG.md.md,087 · `docs_v21/45_MODULARER_UND_EIN_DATEI_EINSTIEG.md`,source,NET,BESTAETIGT,39634
FW-NET-047,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-047__098_source_v21_flextrawurst_spielewelt_supermaximal_bauring4_v21_PLAY_FLEXTRAW.md,098 · `source_v21/flextrawurst_spielewelt_supermaximal_bauring4_v21/PLAY_FLEXTRAWURST_V21.html`,source,NET,BESTAETIGT,39610
FW-NET-048,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-048__115_screenshots_01_world_start.png.md,115 · `screenshots/01_world_start.png`,source,NET,BESTAETIGT,39317
FW-NET-049,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-049__143_source_v21_flextrawurst_spielewelt_supermaximal_bauring4_v21_docs_v21_35_S.md,143 · `source_v21/flextrawurst_spielewelt_supermaximal_bauring4_v21/docs_v21/35_SKILLBAUM_SIMULATIONS_UND_REDTEAMPLAN.md`,source,NET,BESTAETIGT,39944
FW-NET-050,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-050__146_screenshots_v21_gate13e_skill_routing.png.md,146 · `screenshots_v21/gate13e_skill_routing.png`,source,NET,BESTAETIGT,38954
FW-NET-051,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-051__175_src_v21_skill_nodes.js.md,175 · `src/v21_skill_nodes.js`,source,NET,BESTAETIGT,39596
FW-NET-052,15_NETZWERK_INDIZES_QUERVERWEISE/FW-NET-052__188_source_v21_flextrawurst_spielewelt_supermaximal_bauring4_v21_screenshots_0.md,188 · `source_v21/flextrawurst_spielewelt_supermaximal_bauring4_v21/screenshots/08_alternative_future.png`,source,NET,BESTAETIGT,39695
